,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE_x,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT_x,AMT_ANNUITY_x,AMT_GOODS_PRICE_x,NAME_TYPE_SUITE_x,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,SK_ID_PREV,NAME_CONTRACT_TYPE_y,AMT_ANNUITY_y,AMT_APPLICATION,AMT_CREDIT_y,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE_y,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE_y,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
31,102345,0,Cash loans,F,N,Y,0,225000.0,820638.0,32674.5,733500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-17805,-4887,-3073,-1345,,1,1,0,1,0,0,Sales staff,2,1,1,THURSDAY,14,0,0,0,0,0,0,Self-employed,,0.70832951,0.6246146579999999,0.0278,0.0479,0.9861,,,0.0,0.1034,0.0833,,0.0083,,0.0265,,0.0455,0.0284,0.0497,0.9861,,,0.0,0.1034,0.0833,,0.0085,,0.0276,,0.0482,0.0281,0.0479,0.9861,,,0.0,0.1034,0.0833,,0.0085,,0.027000000000000003,,0.0465,,block of flats,0.0209,Panel,No,0.0,0.0,0.0,0.0,-3302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,2581300,Cash loans,25012.755,270000.0,332784.0,,270000.0,Monday,11,Y,1,,,,XNA,Refused,-421,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,,,,,,
32,102523,0,Cash loans,F,N,N,1,202500.0,665892.0,21609.0,477000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0038179999999999998,-15089,-439,-8476,-4655,,1,1,0,1,1,0,Sales staff,2,2,2,TUESDAY,5,0,0,0,0,1,1,Self-employed,0.49710128200000003,0.288242993,0.735220999,0.1237,0.0608,0.9776,,,,0.2069,0.1667,,0.0529,,0.1001,,0.0042,0.1261,0.0631,0.9777,,,,0.2069,0.1667,,0.0541,,0.1043,,0.0044,0.1249,0.0608,0.9776,,,,0.2069,0.1667,,0.0538,,0.1019,,0.0043,,block of flats,0.0867,Block,No,8.0,1.0,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,1832612,Cash loans,23473.98,211500.0,211500.0,,211500.0,Monday,7,Y,1,,,,XNA,Approved,-1501,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Regional / Local,129,Consumer electronics,12.0,high,Cash X-Sell: high,365243.0,-1471.0,-1141.0,-1141.0,-1136.0,0.0
33,102579,0,Cash loans,F,N,N,0,112500.0,490495.5,26014.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.002042,-22431,365243,-3076,-4919,,1,0,0,1,0,0,,1,3,3,TUESDAY,10,0,0,0,0,0,0,XNA,,0.617985606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-860,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2416953,Consumer loans,7698.735,75694.5,68121.0,7573.5,75694.5,Monday,13,Y,1,0.108967362,,,XAP,Approved,-1627,Cash through the bank,XAP,Family,New,Construction Materials,POS,XNA,Stone,3552,Construction,10.0,low_normal,POS industry with interest,365243.0,-1596.0,-1326.0,-1326.0,-1297.0,0.0
34,102591,0,Cash loans,M,N,Y,0,99000.0,315000.0,15318.0,315000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-22600,365243,-1502,-4642,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,XNA,0.579057491,0.163187035,0.75037515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1988011,Consumer loans,3419.235,21240.0,17568.0,4500.0,21240.0,Monday,14,Y,1,0.22208215899999997,,,XAP,Approved,-1744,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,128,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1713.0,-1563.0,-1563.0,-1557.0,0.0
35,102649,0,Cash loans,M,N,Y,0,135000.0,497520.0,33246.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392000000000002,-20781,-7989,-2645,-1815,,1,1,1,1,1,0,Laborers,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Industry: type 9,,0.37471453899999996,0.438281374,0.2144,,0.996,,,0.0,0.2759,0.1667,,0.1529,,0.1924,,0.0,0.2185,,0.996,,,0.0,0.2759,0.1667,,0.1564,,0.2004,,0.0,0.2165,,0.996,,,0.0,0.2759,0.1667,,0.1556,,0.1958,,0.0,,block of flats,0.1513,"Stone, brick",No,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2283315,Consumer loans,12540.6,60423.255,63414.0,1.755,60423.255,Monday,15,Y,1,3.01e-05,,,XAP,Approved,-1452,Cash through the bank,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Stone,463,Construction,6.0,high,POS industry with interest,365243.0,-1421.0,-1271.0,-1271.0,-1262.0,0.0
36,102697,0,Cash loans,F,N,N,0,67500.0,508495.5,21541.5,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392000000000002,-13437,-2634,-7590,-4403,,1,1,1,1,1,0,Laborers,2,2,2,FRIDAY,15,0,0,0,0,0,0,Postal,,0.709263815,0.6658549220000001,0.0196,,0.9881,,,0.0,0.069,0.0833,,,,0.0204,,,0.02,,0.9881,,,0.0,0.069,0.0833,,,,0.0213,,,0.0198,,0.9881,,,0.0,0.069,0.0833,,,,0.0208,,,,block of flats,0.0174,"Stone, brick",No,0.0,0.0,0.0,0.0,-1522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,2567633,Consumer loans,5075.145,30455.64,28624.5,1831.14,30455.64,Monday,15,Y,1,0.06548139900000001,,,XAP,Approved,-2892,Cash through the bank,XAP,Group of people,Repeater,Computers,POS,XNA,Country-wide,2914,Consumer electronics,6.0,low_normal,POS household without interest,365243.0,-2861.0,-2711.0,-2711.0,-2630.0,0.0
37,102757,0,Cash loans,F,Y,N,0,67500.0,900000.0,29034.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-11565,-1037,-913,-3376,11.0,1,1,1,1,0,0,Sales staff,2,2,2,THURSDAY,17,0,0,0,0,0,0,Self-employed,0.23801297300000002,0.24348782800000002,0.477649155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,0.0,-591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2581157,Consumer loans,,63846.0,63846.0,0.0,63846.0,Monday,16,Y,1,0.0,,,XAP,Unused offer,-137,Cash through the bank,CLIENT,,Repeater,Computers,XNA,XNA,Country-wide,27,Connectivity,,XNA,POS mobile with interest,,,,,,
38,102936,0,Cash loans,F,N,N,0,99000.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.006670999999999999,-16678,-559,-6424,-216,,1,1,1,1,1,0,Core staff,2,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,0.649727154,0.418997293,,0.0093,0.0023,0.9652,0.524,,0.0,0.0345,0.0417,,0.0072,,0.0053,,0.0115,0.0095,0.0024,0.9652,0.5426,,0.0,0.0345,0.0417,,0.0074,,0.0055,,0.0122,0.0094,0.0023,0.9652,0.5304,,0.0,0.0345,0.0417,,0.0074,,0.0054,,0.0118,,block of flats,0.0067,"Stone, brick",No,0.0,0.0,0.0,0.0,-290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,1885252,Cash loans,9499.275,157500.0,178290.0,,157500.0,Monday,15,Y,1,,,,XNA,Approved,-436,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-406.0,284.0,-136.0,-134.0,1.0
39,102951,0,Cash loans,F,N,N,0,112500.0,675000.0,20668.5,675000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.020713,-10726,-1478,-266,-1197,,1,1,0,1,0,0,Core staff,2,3,2,THURSDAY,12,0,0,0,0,0,0,School,,0.590979748,,0.4258,0.2545,0.9975,0.9592,0.1959,0.4,0.3448,0.375,0.4167,0.2603,0.3455,0.4457,0.0077,0.0067,0.4338,0.2642,0.9975,0.9608,0.1977,0.4028,0.3448,0.375,0.4167,0.2663,0.3774,0.4644,0.0078,0.0071,0.4299,0.2545,0.9975,0.9597,0.1971,0.4,0.3448,0.375,0.4167,0.2649,0.3514,0.4537,0.0078,0.0068,reg oper account,block of flats,0.4664,Panel,No,0.0,0.0,0.0,0.0,-523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,1682966,Consumer loans,14426.64,55485.0,55485.0,0.0,55485.0,Monday,13,Y,1,0.0,,,XAP,Approved,-822,XNA,XAP,,Repeater,Furniture,POS,XNA,Stone,708,Furniture,4.0,low_action,POS industry with interest,365243.0,-781.0,-691.0,-691.0,-682.0,0.0
40,102972,0,Cash loans,F,Y,Y,0,180000.0,454500.0,44275.5,454500.0,Other_B,Commercial associate,Higher education,Married,House / apartment,0.030755,-14861,-1012,-2556,-4349,1.0,1,1,0,1,0,0,Cooking staff,2,2,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.577824552,0.528551719,0.53348163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2840587,Cash loans,,0.0,0.0,,,Monday,15,Y,1,,,,XNA,Canceled,-21,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
41,102988,0,Cash loans,F,N,Y,0,112500.0,508495.5,22527.0,454500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.00496,-20041,365243,-4237,-3526,,1,0,0,1,1,0,,2,2,2,MONDAY,11,0,0,0,0,0,0,XNA,0.700938086,0.623689056,0.76102637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1919627,Consumer loans,9984.285,95508.0,109377.0,0.0,95508.0,Monday,10,Y,1,0.0,,,XAP,Approved,-181,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,40,Furniture,12.0,low_action,POS household without interest,365243.0,-151.0,179.0,365243.0,365243.0,1.0
42,103150,0,Cash loans,F,N,Y,0,112500.0,247500.0,25488.0,247500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.028663,-21933,365243,-6044,-4867,,1,0,0,1,0,0,,2,2,2,MONDAY,10,0,0,0,0,0,0,XNA,0.904522611,0.165919671,0.590233339,0.1237,0.0923,0.9776,0.6940000000000001,0.013000000000000001,0.0,0.2069,0.1667,0.2083,0.0988,0.0992,0.1147,0.0077,0.0584,0.1261,0.0958,0.9777,0.706,0.0131,0.0,0.2069,0.1667,0.2083,0.1011,0.1084,0.1195,0.0078,0.0619,0.1249,0.0923,0.9776,0.6981,0.0131,0.0,0.2069,0.1667,0.2083,0.1006,0.1009,0.1167,0.0078,0.0597,org spec account,block of flats,0.1029,Panel,No,0.0,0.0,0.0,0.0,-645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2124946,Cash loans,,0.0,0.0,,,Monday,9,Y,1,,,,XNA,Canceled,-410,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
43,103450,0,Cash loans,F,N,Y,1,202500.0,697500.0,40909.5,697500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006207,-12954,-1269,-12954,-3982,,1,1,0,1,1,1,Sales staff,3,2,2,TUESDAY,14,0,0,0,0,0,0,Construction,0.44557346700000006,0.571924955,,0.0887,0.1136,0.9796,0.7212,,0.0,0.2069,0.1667,0.2083,0.0352,0.0723,0.09,0.0,0.0036,0.0903,0.1179,0.9796,0.7321,,0.0,0.2069,0.1667,0.2083,0.036000000000000004,0.079,0.0938,0.0,0.0038,0.0895,0.1136,0.9796,0.7249,,0.0,0.2069,0.1667,0.2083,0.0358,0.0735,0.0916,0.0,0.0037,reg oper account,block of flats,0.0791,Panel,No,1.0,0.0,1.0,0.0,-735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,2242203,Consumer loans,19045.08,91462.5,85711.5,9148.5,91462.5,Monday,17,Y,1,0.10503424199999999,,,XAP,Approved,-1773,Cash through the bank,XAP,Group of people,Refreshed,Audio/Video,POS,XNA,Country-wide,1000,Consumer electronics,5.0,middle,POS household with interest,365243.0,-1742.0,-1622.0,-1622.0,-1619.0,0.0
44,103687,0,Cash loans,F,N,N,1,247500.0,654498.0,31486.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.072508,-13014,-3143,-3380,-4137,,1,1,1,1,1,0,,3,1,1,SUNDAY,16,0,1,1,0,1,1,Industry: type 12,,0.447452034,0.315472155,0.0948,0.0712,0.9841,0.7824,0.0,0.16,0.069,0.4583,0.5,0.0,0.0773,0.0819,0.0,0.0833,0.0966,0.0739,0.9841,0.7909,0.0,0.1611,0.069,0.4583,0.5,0.0,0.0845,0.0853,0.0,0.0881,0.0958,0.0712,0.9841,0.7853,0.0,0.16,0.069,0.4583,0.5,0.0,0.0787,0.0834,0.0,0.085,reg oper account,block of flats,0.0825,Panel,No,0.0,0.0,0.0,0.0,-499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,1032852,Cash loans,13224.6,103500.0,110331.0,,103500.0,Monday,19,Y,1,,,,XNA,Approved,-209,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-179.0,151.0,-179.0,-176.0,1.0
45,103702,1,Cash loans,M,Y,Y,0,225000.0,625356.0,24363.0,522000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008865999999999999,-18556,-1423,-9216,-1762,1.0,1,1,1,1,0,0,Drivers,2,2,2,MONDAY,12,0,1,1,0,1,1,Business Entity Type 3,,0.42476801700000005,0.135106016,0.0124,0.0,0.9747,0.6532,0.0018,0.0,0.069,0.0417,0.0,0.0,0.0101,0.0079,0.0,0.0,0.0126,0.0,0.9747,0.6668,0.0018,0.0,0.069,0.0417,0.0,0.0,0.011000000000000001,0.0083,0.0,0.0,0.0125,0.0,0.9747,0.6578,0.0018,0.0,0.069,0.0417,0.0,0.0,0.0103,0.0081,0.0,0.0,reg oper account,block of flats,0.0072,"Stone, brick",No,1.0,0.0,1.0,0.0,-802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2691598,Cash loans,,0.0,0.0,,,Monday,15,Y,1,,,,XNA,Canceled,-311,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),4,XNA,,XNA,Cash,,,,,,
46,103889,1,Cash loans,M,N,Y,0,216000.0,193500.0,9877.5,193500.0,Family,Working,Higher education,Married,House / apartment,0.0105,-20716,-6064,-6477,-4201,,1,1,0,1,0,0,,2,3,3,FRIDAY,15,0,0,0,0,0,0,Industry: type 1,,0.23601095,0.452533559,0.0742,0.0,0.9776,0.6940000000000001,0.0108,0.0,0.1724,0.1667,0.2083,0.0398,0.0588,0.0736,0.0077,0.0183,0.0756,0.0,0.9777,0.706,0.0109,0.0,0.1724,0.1667,0.2083,0.0407,0.0643,0.0767,0.0078,0.0193,0.0749,0.0,0.9776,0.6981,0.0109,0.0,0.1724,0.1667,0.2083,0.0405,0.0599,0.075,0.0078,0.0187,reg oper account,block of flats,0.0619,"Stone, brick",No,2.0,0.0,2.0,0.0,-2144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0,2669449,Cash loans,,0.0,0.0,,,Monday,13,Y,1,,,,XNA,Canceled,-80,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
